	小分類名
60404	カジュアルフラワー・単品切花類
60405	合わせ花束類
60406	花束ブーケ類
60407	オリエンタルユリ類
60408	小菊類
60409	スプレー菊類
60410	和花類
60411	墓花類
60412	仏花類
60413	榊類
60414	季節切花・供え花類
60415	アレンジ類
60416	花苗類
60417	野菜苗類
60418	観葉苗類
60419	花鉢類
60420	アジサイ類
60421	ポインセチア類
60422	シクラメン類
60423	観葉鉢類
60424	蘭類
60425	コチョウラン類
60426	寄せかご類
60427	寄せ植え類
60428	球根類
60429	種子類
60430	造花類
60431	プリザーブドフラワー類
60432	用土・肥料類
60433	農薬類
60434	園芸用品類
60435	取次ギフト類
60436	カタログギフト類
60437	しめ縄類
60438	カーネーション（鉢）類
60439	多肉植物類
60440	お盆用品類
60498	花関連評価損B
60500	売上仕入（軽減税率）
60501	野菜
60502	果物
60503	ギフト
60504	その他加工品
60505	農総研
60506	FFJ
60507	MT（三河グリーンズ）
60508	高森アグリフレンズ
60509	高森産直の会
60510	大恵フーズ
60511	グリーンデイズ
60512	大木　幹雄
60513	早見　茂
60514	小河　浩一
60515	萩野　俊幸
60516	石田　英建
60598	売上仕入（軽減税率）評価損B
60600	売上仕入（標準税）
60601	花
60602	しめ飾り
60603	お盆用品
60604	ギフト
60605	その他加工品
60650	肆矢花きA
60651	肆矢花きB
60652	名北食品A
60653	名北食品B
60654	アヤカA
60655	アヤカB
60656	花まつ
60657	サニーエース
60658	花屋花ずかん
60659	アドクリエイション
60660	Fメイクアップ花恋
60661	白楽花園
60698	売上仕入（標準税）評価損B
60700	ベジタブル・フルーツ副資材副資材
60798	ベジタブル・フルーツ副資材評価損B
60800	青果（標準税）
60801	野菜
60802	果物
60803	その他
60898	青果（標準税）評価損B
60900	花(生活雑貨関連）
60901	リース飾り類
60902	地域しめ縄類
66000	特務仕入部
68000	UNY統合用非課税
68100	UNY統合用8％外税
68200	UNY統合用8％内税
68300	UNY統合用10％外税
68400	UNY統合用10％内税
70100	刺身・生食
70101	まぐろ
70102	サーモン
70103	その他冊
70104	甲殻類
70105	その他刺身素材
70106	生食
70107	お造り盛合せ
70108	お造り単品盛
70109	その他刺身・生食
70110	まぐろ切り落とし
70198	刺身・生食その他
70200	鮮魚
70201	丸魚
70202	甲殻類
70203	生切身
70204	冷凍魚切身
70205	貝類
70206	加工魚
70207	鍋物・BBQ
70208	その他鮮魚
70298	鮮魚・切身その他
70300	塩干
70301	塩鮭鱒類
70302	塩魚切身
70303	干物
70304	塩さば
70305	漬魚
70306	上乾類
70307	塩干
70400	魚卵・生食塩干
70401	常温総菜
70402	冷蔵総菜
70403	明太子たらこ
70404	いくら
70405	その他魚卵
70406	ちりめん
70407	その他ちりめん
70408	海藻類
70409	その他生食塩干
70498	魚卵・生食塩干評価損B
70500	冷凍魚
70501	冷凍えび
70502	冷凍かに
70503	冷凍魚介類
70504	冷凍加工品
70598	冷凍魚その他
70600	フィッシュデリカ
70601	店焼うなぎ蒲焼
70602	国産うなぎ蒲焼
70603	外国産うなぎ蒲焼
70604	店内焼魚煮魚
70605	店内揚物魚
70606	店内その他
70607	冷蔵総菜
70608	その他フィッシュデリカ
70609	関連調味料
70610	やきはま
70698	フィッシュデリカその他
70700	鮮魚寿司
70701	にぎり寿司
70702	巻寿司
70703	丼・ちらし寿司
70704	にぎり寿司（催事)
70705	巻き寿司（催事）
70706	その他寿司
70798	鮮魚寿司その他
70800	やきはま売上仕入
70801	やきはま
70898	やきはま売上仕入その他
70900	フィッシュ副資材
70901	包材
70902	フィッシュ副資材
71001	刺身・生食
71002	鮮魚・切身
71003	塩干
71004	魚卵・生食塩干
71005	冷凍魚
71006	フィッシュデリカ
71007	鮮魚寿司
72000	鮮魚催事(標準税)
72098	鮮魚催事(標準税)
72100	鮮魚催事(軽減税)
72198	鮮魚催事(軽減税)
74000	催事部催事（標準税）
74094	催事
74098	食品催事(標準税）
74100	催事部催事（軽減税）
74194	催事（軽減税）
74198	食品催事(軽減税)
78000	UNY統合用非課税
78100	UNY統合用8％外税
78200	UNY統合用8％内税
78300	UNY統合用10％外税
78400	UNY統合用10％内税
80100	ギフト（軽減税）
80101	調味料
80102	乾物・のり・銘茶
80103	缶詰・瓶詰
80104	乾麺・生麺
80105	菓子
80106	嗜好品
80107	東京銘店
80108	地方銘店
80109	催事（軽減税）
80110	ドリンク
80111	バラエティギフト
80112	タオル・寝装
80113	ホームギフト
80114	カタログギフト
80115	香粧品ギフト
80116	メーカーハム（店売り）
80117	生鮮品
80118	ギフト酒類（店売り）
80195	ギフトアウトレット
80196	ギフト地域スポット
80197	ギフト評価損　A
80198	ギフトその他（軽減税）
80199	クラス
80200	ギフト（配送）
80201	調味料（配送）
80202	乾物・のり・銘茶（配送）
80203	缶詰・瓶詰（配送）
80204	乾麺・生麺（配送）
80205	菓子（配送）
80206	嗜好品（配送）
80207	東京銘店（配送）
80208	地方銘店（配送）
80209	催事（配送）
80210	ドリンク（配送）
80211	バラエティギフト（配送）
80214	カタログチョイスギフト（配送）
80215	香粧品ギフト（配送）
80216	ハム（配送）
80219	産直スイーツ
80220	産直惣菜
80221	産直ミート
80222	産直フィッシュ
80223	産直フルーツ
80224	産直名産品
80225	産直シーズン
80226	産直ギフト（割引除外）
80227	季節カタログ（軽減税率）
80298	季節カタログ（軽減税率）評価損B
80300	ギフト酒類（カタログ配送）
80301	雑酒（ギフト配送）
80302	スピリッツ（ギフト配送）
80303	リキュール（ギフト配送）
80304	その他醸造酒（ギフト配送）
80305	ビール（ギフト配送）
80306	清酒（ギフト配送）
80307	焼酎（ギフト配送）
80308	果実酒（ギフト配送）
80309	ウイスキー（ギフト配送）
80310	ブランデー（ギフト配送）
80311	本みりん（ギフト配送）
80398	ギフト酒類（カタログ配送）評価損B
80400	ギフト酒類（店売り）
80401	雑酒（ギフト店売り）
80402	スピリッツ（ギフト店売り）
80403	リキュール（ギフト店売り）
80404	その他醸造酒（ギフト店売り）
80405	ビール（ギフト店売り）
80406	清酒（ギフト店売り）
80407	焼酎（ギフト店売り）
80408	果実酒（ギフト店売り）
80409	ウイスキー（ギフト店売り）
80410	ブランデー（ギフト店売り）
80411	本みりん（ギフト店売り）
80498	ギフト酒類（店売り）評価損B
80500	ギフト
80501	タオルギフト
80502	寝装ギフト
80503	ホームギフト
80504	香粧品ギフト
80505	催事（標準税）
80598	ギフトその他（標準税）
80600	ギフト（標準税）
80601	カタログチョイスギフト（店売り）
80602	ホームギフト（ノリタケ）
80698	ギフトその他（標準税）
80700	ギフト（標準税・カタログ配送）
80701	カタログチョイスギフト（配送）
80702	季節カタログ（配送）
80798	ギフト（標準税・カタログ配送）評価損B
82000	その他
84700	塩干（標準税）
84794	催事
84798	塩干（標準税）評価損B
86000	特務商品：ギフト
86098	特務商品：ギフト評価損B
88000	UNY統合用非課税
88100	UNY統合用8％外税
88200	UNY統合用8％内税
88300	UNY統合用10％外税
88400	UNY統合用10％内税
90100	お菓子
90101	ガム
90102	チューインキャンディ
90103	飴
90104	錠菓
90105	グミ
90106	チョコ
90107	スナック
90108	米菓
90109	プレッツェル・ビスケットクラッカー
90110	焼き菓子
90111	ゼリー
90112	半生菓子
90113	季節品
90114	その他
90115	健康食品
90116	シリアル
90117	均一菓子
90118	土産菓子
90119	韓国菓子
90120	ブラジル菓子
90121	ベトナム菓子
90122	フィリピン菓子
90123	中国菓子
90124	台湾菓子
90125	ワールドイーツ菓子　その他
90126	食玩（8％）
90194	催事
90195	お菓子アウトレット
90196	お菓子地域スポット
90197	お菓子評価損 A
90198	お菓子評価損 B
90199	クラス
90200	珍味
90201	ドライフルーツ
90202	農産珍味
90203	海産珍味
90204	蓄肉珍味
90205	チーズ珍味
90206	缶詰
90207	ワールドイーツ珍味　その他
90208	珍味アウトレット
90209	珍味地域スポット
90295	珍味地域評価損 A
90296	珍味地域評価損 B
90297	クラス
90300	駄菓子
90301	旧食玩（8％）
90302	駄菓子　珍味
90303	駄菓子　袋
90304	駄菓子　チョコ
90305	駄菓子　スナック
90306	駄菓子　PB
90307	うまい棒
90308	詰め合わせ
90309	駄菓子　ボール売
90400	菓子量り売り（最終仕入原価）
90401	量り売り
90402	ピック＆スィーツ
90403	資材
90404	菓子量り売り（最終仕入原価）その他
90500	菓子（食玩、駄菓子）１０％
90501	食玩　10％
90502	季節品　10％
90503	駄菓子　10％
91100	和菓子
91101	洋菓子
91102	生ケーキ
91103	その他
91105	コンセ
91194	催事
91198	銘店（売上仕入）評価損B
91200	ポーション（銀座コージーコーナー）
91201	デイリー（銀座コージーコーナー）
91202	デコレーション（銀座コージーコーナー）
91203	プチガトー（銀座コージーコーナー）
91204	ギフト（銀座コージーコーナー）
91205	ギフトバラ（銀座コージーコーナー）
91206	チョコレート（銀座コージーコーナー）
91207	アイス（銀座コージーコーナー）
91208	その他（銀座コージーコーナー）
91209	催事（銀座コージーコーナー）
91210	和菓子
91211	洋菓子
91212	生ケーキ
91213	その他
91214	見切り
91215	加工代
91294	催事
91298	銘店評価損B
91300	銘店（売上仕入）
91301	浅川園
91302	伊藤園
91303	おき川
91304	各務原商工会議所
91305	カナール
91306	カンツバキ（売）
91307	桔梗屋織居
91308	蔵づくり本舗
91309	小林屋製菓舗
91310	さかたや
91311	ｽｲｰﾄｶﾞｰﾃﾞﾝ（売）
91312	西洋菓子倶楽部（売）
91313	タカラブネ
91314	玉香園
91315	つちや（売）
91316	石坂屋
91317	中野屋
91318	浪越軒　（売）
91319	不二家（売）
91320	丸屋本店
91321	モンドール阿波屋
91322	ラ・クレマンティーヌ
91323	をかの
91324	ひこいち堂
91325	ヤマワ
91326	安積
91327	花の舎
91328	坂田屋
91329	餅信（売）
91330	金蝶園
91400	銘店 1
91401	ZEN　KASHOIN
91402	葵せんべい
91403	青柳総本家
91404	レザンジュ
91405	フジノネ
91406	朝日園
91407	シルコッテ
91408	甘泉堂
91409	ボンとらや
91410	鮎家
91411	ありあけ
91412	アントステラ
91413	チロリアン
91414	伊賀越
91415	石川
91416	石田屋
91417	いしばし旭堂
91418	伊豆柏屋
91419	丈山の里
91420	バターステイツ
91421	板屋
91422	一文字屋
91423	GODIVA
91424	いと忠
91425	那須ラスクテラス
91426	岩戸屋
91427	上野風月堂
91428	うさぎや
91429	伊右衛門
91430	歌行燈
91431	鵜舞屋
91432	梅園
91433	梅家
91434	浦田甘陽堂
91435	榮太郎本舗
91436	追分羊かん
91437	大阪屋
91438	大須ういろ
91439	越山商店
91440	大麦工房ロア
91441	天秤や
91442	御菓蔵
91443	せきね
91444	小川屋
91445	起き上がり本舗
91446	ユーハイム
91447	小倉屋山本
91448	お茶彦
91449	オノギ食品
91450	深川屋
91451	尾張桂新堂
91452	貝新（新左衛門）
91453	かいや
91454	丸山
91455	尾張松風屋
91456	柿の葉寿司
91457	柿安本店
91458	角久
91459	菓子蔵関
91460	加島屋
91461	柏屋
91462	銀座鈴屋
91463	片岡食品
91464	勝屋
91465	加藤皓陽堂
91466	かなん堂
91467	鎌倉まめや
91468	亀印製菓
91469	亀屋製菓
91470	カメヤ
91471	亀屋清泉庵
91472	亀屋万年堂
91473	亀屋米津
91474	河合菓子舗
91475	ガトー・ド・ボワイヤージュ
91476	かをり
91477	かんのや
91478	桔梗屋
91479	菊香堂
91480	きしめん亭
91481	貴清堂
91482	東京ラスク
91483	崎陽軒
91484	シュガーバターの木
91485	銀装
91486	金蝶園
91487	伊藤園
91488	金とび麺
91489	くわの実
91490	神戸スイーツポート
91498	珍味・駄菓子（標準税）評価損B
91500	銘店 2
91501	レスポワール
91502	神戸風月堂
91503	ｺｺﾌｧｰﾑﾜｲﾅﾘｰ
91504	越乃雪本舗大和屋
91505	御朱印
91506	香雲堂
91507	御殿八橋本舗
91508	小戸橋
91509	米百俵
91510	小山園
91511	ゴンチャロフ
91512	幸煎餅
91513	鎌倉五郎本店
91514	桜井甘精堂
91515	櫻米軒
91516	五月ｹ瀬煎餅
91517	澤田屋
91518	さんわ
91519	シェ・シバタ
91520	柴舟小出
91521	島倉屋
91522	清水屋
91523	十万石
91524	フランセ
91525	松月堂
91526	湘南ちがさき屋
91527	しらいし
91528	ファクトリーシン
91529	信玄堂
91530	信州銘菓
91531	かんてん舎
91532	新宿中村屋
91533	エールエル（生）
91534	エールエル（焼）
91535	スイートガーデン
91536	モンクレーヴ
91537	瑞花
91538	鈴市商店
91539	名月堂
91540	鈴木亭
91541	旅がらす本舗　清月堂
